,idx,RECOGNIZER_DT,RECOGNIZER_ID,AURA_ID,CHANNEL_CD,CORR_ID,STATUS_CD,REASON,VERSION_ID,DURATION_NU,SCORE_NU,INPUT,OUTPUT,INTENT,ENTITIES,AURA_ID_GLOBAL,num_file
1307487,670909,2019-03-31T08:38:05.039Z,nlp-recognizer,aff29fcb-bbd1-be1e-2b30-e8606fdcb7c2,movistar-home,1272df8a-6cfc-5975-b106-fce4b4e89c4a,200.0,,3.0.3,17.0,1.0,LLAMAR A ROCÍO,"{""score"":1,""intent"":""tef.int.es_ES.mh.communications.call_by_name"",""intents"":[{""intent"":""tef.int.es_ES.mh.communications.call_by_name"",""score"":1}],""entities"":[{""type"":""tef.com_name"",""entity"":""ROCÍO"",""label"":"""",""canon"":""rocio"",""start_index"":9,""end_index"":14,""score"":1}]}",communications.call_by_name,ROCÍO,67ebb6bb-c0b2-e5cf-de1e-afd854d37829,178
704209,1990668,2018-12-08T19:57:55.922Z,cognitive-multiluis-recognizer,1530adc9-7ee8-8f98-db91-34914653e9b7,movistar-plus,dcba2ef4-92a5-5e27-b402-1caf22fd15d8,200.0,,2.5.1,78.0,0.5704279999999999, [tef.time_instant] quiero saber,"{""score"":0.570428,""intent"":""tef.int.es_ES.mp.tv.content_get_info"",""intents"":[{""intent"":""tef.int.es_ES.mp.tv.content_get_info"",""score"":0.570428},{""intent"":""tef.int.es_ES.mp.tv.search"",""score"":0.0227452088},{""intent"":""tef.int.es_ES.mp.tv.record"",""score"":0.0107471729},{""intent"":""None"",""score"":0.006849539},{""intent"":""tef.int.es_ES.mp.tv.launch"",""score"":0.003206823},{""intent"":""tef.int.es_ES.mp.tv.display"",""score"":0.00241367775},{""intent"":""tef.int.es_ES.mp.tv.from_beginning"",""score"":0.0008217029},{""intent"":""tef.int.es_ES.mp.tv.question_time_loc"",""score"":0.000305656082},{""intent"":""tef.int.es_ES.mp.tv.search_similar"",""score"":0.000009443888}],""entities"":[{""type"":""tef.time_instant"",""entity"":""ahora"",""label"":"""",""canon"":""ahora"",""start_index"":0,""end_index"":5,""score"":0.0000021236877949347077}],""compositeEntities"":[]}",tv.content_get_info,ahora,,464
896351,1183243,2018-12-22T16:51:04.577Z,nlp-recognizer,f0f6d2af-c962-7ca9-67cf-b83724cdb0b5,movistar-home,1e6713e9-21e1-5179-8ff9-d9f265323311,200.0,,3.0.3,43.0,0.5787602,PELÍCULAS DE ALQUILER,"{""score"":0.5787602,""intent"":""tef.int.es_ES.mh.tv.search"",""intents"":[{""intent"":""tef.int.es_ES.mh.tv.search"",""score"":0.5787602}],""entities"":[{""type"":""tef.audiovisual_genre"",""entity"":""PELÍCULAS"",""label"":""CN"",""canon"":""peliculas"",""start_index"":0,""end_index"":9,""score"":1}]}",tv.search,PELÍCULAS,587afe7a-3f76-0fe1-54df-e74a90f524d8,269
286188,53350,2019-01-02T19:28:13.225Z,nlp-recognizer,6652c78e-7b51-3712-b5bf-0c99de6a365d,movistar-home,b656b9c3-184d-518f-ac15-66c060a4b3e9,200.0,,3.0.3,26.0,,ACTIVAR,"{""score"":0,""intent"":""None"",""intents"":[{""intent"":""None"",""score"":0}],""entities"":[]}",None,,62460254-e2e9-9ea9-b3c2-f8ffbea69d52,12
747758,64786,2018-12-14T17:52:23.774Z,nlp-recognizer,f4f4cab1-912f-b294-123e-8840a6c2aac2,movistar-home,cb0d6c08-0e6f-543f-ae55-93b1ae808e7f,200.0,,3.0.2,16.0,1.0,ATRÁS,"{""score"":1,""intent"":""tef.int.es_ES.mh.carousel.previous"",""intents"":[{""intent"":""tef.int.es_ES.mh.carousel.previous"",""score"":1}],""entities"":[]}",carousel.previous,,96d665b7-dfaf-eefe-adcb-939085e77ed7,15
898235,516031,2018-12-22T18:09:11.626Z,nlp-recognizer,fcee964d-5c34-c4d2-421a-eaf2c2cc0e8f,movistar-home,50a08489-b51a-5a10-a260-32d33896bf83,200.0,,3.0.3,50.0,0.8992014000000002,PUEDES CON LA CASA,"{""score"":0.8992014,""intent"":""tef.int.es_ES.mh.tv.search"",""intents"":[{""intent"":""tef.int.es_ES.mh.tv.search"",""score"":0.8992014}],""entities"":[{""type"":""tef.audiovisual_film_title"",""entity"":""LA CASA"",""label"":"""",""canon"":""la casa"",""start_index"":11,""end_index"":18,""score"":0.995542470416558}]}",tv.search,LA CASA,d349d52b-7dfa-f775-9d4d-936f92c92d2d,107
333517,295167,2019-01-08T19:49:41.316Z,nlp-recognizer,59cc9202-cbcd-0730-8d38-6b444aabe80d,movistar-home,e5bd0b1b-2b7f-5dc3-8f43-5d550140957a,200.0,,3.0.3,66.0,0.9583981,QUE VER SIEMPRE ES,"{""score"":0.9583981,""intent"":""tef.int.es_ES.mh.tv.none"",""intents"":[{""intent"":""tef.int.es_ES.mh.tv.none"",""score"":0.9583981}],""entities"":[]}",tv.none,,5e17a542-ddcb-d707-cb50-32dc5cd7aeb2,67
244262,1322500,2019-02-22T22:31:33.512Z,nlp-recognizer,be9f1d9e-ed04-3108-9729-1f2ebb13f771,movistar-home,14db5fb3-dcdc-5a61-872b-32874eebca63,200.0,,3.0.3,432.0,0.436186343,PILLA LA PARA TODO EL ESTADO HOY,"{""score"":0.436186343,""intent"":""tef.int.es_ES.mh.tv.search"",""intents"":[{""intent"":""tef.int.es_ES.mh.tv.search"",""score"":0.436186343}],""entities"":[{""type"":""tef.time_interval"",""entity"":""HOY"",""label"":"""",""canon"":""hoy"",""start_index"":29,""end_index"":32,""score"":1}]}",tv.search,HOY,ca33e1f1-878f-6ed4-7f2d-b851dae80584,328
99490,541466,2019-02-21T18:16:38.445Z,nlp-recognizer,37b6645a-7a8b-e0fe-fc30-42aefa237cee,movistar-home,74501dd3-212d-5d10-b0e7-41d831a708ec,200.0,,3.0.3,40.0,0.9942871999999999,VER POR TELEVISIÓN,"{""score"":0.9942872,""intent"":""tef.int.es_ES.mh.tv.display"",""intents"":[{""intent"":""tef.int.es_ES.mh.tv.display"",""score"":0.9942872}],""entities"":[{""type"":""tef.device_tv"",""entity"":""TELEVISIÓN"",""label"":"""",""canon"":""television"",""start_index"":8,""end_index"":18,""score"":1}]}",tv.display,TELEVISIÓN,7053fcfa-274c-123c-dca4-b60d3b2ea8c4,131
1270098,1344974,2019-03-27T18:12:39.760Z,nlp-recognizer,843f11a4-33f4-8123-f2e2-315b46e86fd6,movistar-home,98404df1-2aa1-5061-be3c-b00fb4adc1cc,200.0,,3.0.3,84.0,1.0,BAJA EL VOLUMEN,"{""score"":1,""intent"":""tef.int.es_ES.mh.tv.volume_down"",""intents"":[{""intent"":""tef.int.es_ES.mh.tv.volume_down"",""score"":1}],""entities"":[]}",tv.volume_down,,a833ca1f-4731-65bb-1818-916e68d6d7c0,358
779537,955801,2018-12-17T11:32:20.729Z,nlp-recognizer,138c2104-0b4d-1400-aaac-ae07b639d405,movistar-home,8ded6098-15b1-5521-84bd-1bc28b516516,200.0,,3.0.2,17.0,1.0,QUIERO LLAMAR A MAMÁ,"{""score"":1,""intent"":""tef.int.es_ES.mh.communications.call_by_name"",""intents"":[{""intent"":""tef.int.es_ES.mh.communications.call_by_name"",""score"":1}],""entities"":[{""type"":""tef.com_name"",""entity"":""MAMÁ"",""label"":"""",""canon"":""mama"",""start_index"":16,""end_index"":20,""score"":1}]}",communications.call_by_name,MAMÁ,012af457-7ebc-a7e3-f0ab-6e36ea9dfa67,217
1143387,1009277,2019-03-12T20:08:48.840Z,nlp-recognizer,4c7d47ee-c8f8-a3d4-31e4-19b1004ca500,movistar-plus,ce283403-150c-5289-91da-4968557c866d,200.0,,3.0.3,15.0,1.0,Atlético de Madrid,"{""score"":1,""intent"":""tef.int.es_ES.mp.tv.search"",""intents"":[{""intent"":""tef.int.es_ES.mp.tv.search"",""score"":1}],""entities"":[{""type"":""tef.audiovisual_sports_team"",""entity"":""Atlético de Madrid"",""label"":"""",""canon"":""at madrid"",""start_index"":0,""end_index"":18,""score"":1}]}",tv.search,Atlético de Madrid,5856e9f7-3e4f-4ae4-5ffb-c220cdaaf4b0,267
1277701,1362993,2019-03-28T16:39:18.074Z,nlp-recognizer,46961ade-cb4a-477b-9846-80c1e752745f,movistar-home,828b3066-c7c3-515a-be69-fedc4e8b8778,200.0,,3.0.3,14.0,1.0,LLAMAR AL TINSA,"{""score"":1,""intent"":""tef.int.es_ES.mh.communications.call_by_name"",""intents"":[{""intent"":""tef.int.es_ES.mh.communications.call_by_name"",""score"":1}],""entities"":[{""type"":""tef.com_name"",""entity"":""TINSA"",""label"":"""",""canon"":""tinsa"",""start_index"":10,""end_index"":15,""score"":1}]}",communications.call_by_name,TINSA,dd8a805b-12f7-14df-a8d8-2a0df6921738,364
1002053,767578,2018-12-29T14:19:07.270Z,nlp-recognizer,5cda034f-c77d-b62e-e96c-0b2dfc519fc2,movistar-home,9799e45e-0b38-5d88-b28d-0aca4a8bb36e,200.0,,3.0.3,32.0,1.0,SUBE EL VOLUMEN,"{""score"":1,""intent"":""tef.int.es_ES.mh.tv.volume_up"",""intents"":[{""intent"":""tef.int.es_ES.mh.tv.volume_up"",""score"":1}],""entities"":[]}",tv.volume_up,,e2e88ab7-ce05-50b6-c49d-a3ac6cec311f,170
519764,1290252,2019-01-07T14:46:35.034Z,nlp-recognizer,39f414e2-63fc-f18f-751c-1cb95580b167,movistar-plus,bc6a92e3-9f77-5723-a49e-7b3b6d8d61ec,200.0,,3.0.3,61.0,0.99793005,Ver Outlander,"{""score"":0.99793005,""intent"":""tef.int.es_ES.mp.tv.display"",""intents"":[{""intent"":""tef.int.es_ES.mp.tv.display"",""score"":0.99793005}],""entities"":[{""type"":""tef.audiovisual_tvseries_title"",""entity"":""Outlander"",""label"":"""",""canon"":""outlander"",""start_index"":4,""end_index"":13,""score"":0.9988271427483959}]}",tv.display,Outlander,95ea10ba-1978-dd22-cc08-3366eb8b182e,305
81595,441446,2019-02-17T18:34:45.920Z,nlp-recognizer,296e7b6d-51fd-d287-6271-a60066da9dfc,movistar-home,a4a4bb1f-d837-5215-a359-3863d0f77742,200.0,,3.0.3,21.0,,LA VIDA BIEN,"{""score"":0,""intent"":""None"",""intents"":[{""intent"":""None"",""score"":0}],""entities"":[]}",None,,d30026b4-ba74-4084-97c5-3dcda371b381,107
418086,748969,2019-01-22T11:14:40.102Z,nlp-recognizer,10484500-f318-2561-1260-60c12dc7f265,movistar-plus,0710d140-e5a2-5acb-bc5a-de871b4469d0,200.0,,3.0.3,104.0,,cómo conectar una tele,"{""score"":0,""intent"":""tef.int.es_ES.mp.tv.none"",""intents"":[{""intent"":""tef.int.es_ES.mp.tv.none"",""score"":0}],""entities"":[]}",tv.none,,ba9b1b1b-31b1-0fe8-cfc6-2d8e23fdffad,177
1153047,1035380,2019-03-13T21:20:22.130Z,nlp-recognizer,1ead14d1-311d-afea-063e-9bfdab125318,movistar-plus,87887821-1f91-503b-ae4f-a69b8db5ddf3,200.0,,3.0.3,62.0,0.9955275,área de clientes,"{""score"":0.9955275,""intent"":""tef.int.es_ES.mp.tv.none"",""intents"":[{""intent"":""tef.int.es_ES.mp.tv.none"",""score"":0.9955275}],""entities"":[]}",tv.none,,0ff174ab-4601-e315-8ebf-970b6bb2027d,274
717959,1769493,2018-12-10T15:59:07.241Z,cognitive-multiluis-recognizer,b99a8763-af32-a986-b648-2aeb5c0f79b1,movistar-home,7aac6dce-4473-5b3f-9e87-34d8e3b976c8,200.0,,2.5.1,79.0,0.9999404526532756,no no no para nada,"{""compositeEntities"":[],""entities"":[],""intent"":""None"",""score"":0.9999404526532756}",None,,,409
1297743,656966,2019-03-30T14:07:12.868Z,nlp-recognizer,4ead5d13-732e-32fe-dd10-b2af591d8b42,movistar-plus,efdc7b1c-9d74-5c06-8f86-06bae8091c6a,200.0,,3.0.3,16.0,,Chicago,"{""score"":0,""intent"":""None"",""intents"":[{""intent"":""None"",""score"":0}],""entities"":[]}",None,,47d48fe8-5569-2942-af85-4623845592f1,174
660243,1595267,2018-12-01T21:45:28.831Z,cognitive-multiluis-recognizer,bed01534-2b1d-7c69-ec0e-93c4a43570ad,movistar-home,73386792-293d-598e-84b6-62c6e82e608d,200.0,,2.5.1,14.0,1.0,QUÉ ES ESTO POR FAVOR,"{""score"":1,""intent"":""tef.int.es_ES.mh.carousel.info"",""intents"":[{""intent"":""tef.int.es_ES.mh.carousel.info"",""score"":1}],""entities"":[]}",carousel.info,,,363
274803,1486108,2019-02-28T21:20:07.324Z,nlp-recognizer,02a9b80f-5e54-2f22-ebdf-599a0b1c8712,movistar-plus,26d3005d-15b0-56a0-abe4-2f6839b32e91,200.0,,3.0.3,135.0,0.8724789620000001,Película de acción,"{""score"":0.872478962,""intent"":""tef.int.es_ES.mp.tv.search"",""intents"":[{""intent"":""tef.int.es_ES.mp.tv.search"",""score"":0.872478962}],""entities"":[{""type"":""tef.audiovisual_subgenre"",""entity"":""acción"",""label"":""AC"",""canon"":""accion"",""start_index"":12,""end_index"":18,""score"":1},{""type"":""tef.audiovisual_genre"",""entity"":""Película"",""label"":""CN"",""canon"":""peliculas"",""start_index"":0,""end_index"":8,""score"":1.0000000000000002}]}",tv.search,"acción,Película",e35ed771-b3eb-ee3c-0706-859272999f7a,370
486438,1119814,2019-01-02T14:43:33.271Z,nlp-recognizer,44c354d7-7498-1b20-e391-20763d9b667e,movistar-home,4e5e0579-720e-5a19-9fd7-5d8fd893269d,200.0,,3.0.3,14.0,1.0,SUBIR EL VOLUMEN,"{""score"":1,""intent"":""tef.int.es_ES.mh.tv.volume_up"",""intents"":[{""intent"":""tef.int.es_ES.mh.tv.volume_up"",""score"":1}],""entities"":[]}",tv.volume_up,,ccda36c1-2203-3e52-4c12-22aeafa21625,265
1212445,1189334,2019-03-20T15:38:45.354Z,nlp-recognizer,5c607f78-c55a-f3f0-8310-252e06d4a076,movistar-home,38b397e4-19ca-53c7-9a5d-bf481cd80be3,200.0,,3.0.3,40.0,,APAGA,"{""score"":0,""intent"":""None"",""intents"":[{""intent"":""None"",""score"":0}],""entities"":[]}",None,,0fd42634-3af9-4ba6-a699-4a5e23fe1e7d,314
1060493,762741,2019-03-03T11:27:19.840Z,nlp-recognizer,3426be4e-754f-baba-e35a-a4f35726fc06,movistar-home,25f5633a-f134-531f-bc34-4f482cd364f3,200.0,,3.0.3,81.0,0.9999447,PONME FOX,"{""score"":0.9999447,""intent"":""tef.int.es_ES.mh.tv.display"",""intents"":[{""intent"":""tef.int.es_ES.mh.tv.display"",""score"":0.9999447}],""entities"":[{""type"":""tef.audiovisual_channel"",""entity"":""FOX"",""label"":"""",""canon"":""fox"",""start_index"":6,""end_index"":9,""score"":1}]}",tv.display,FOX,26c728b9-8f42-e523-6ad3-434d2071fbbf,201
544443,1417178,2019-01-11T22:27:14.298Z,nlp-recognizer,6b606c14-5152-2ad6-783c-55c1374baca1,movistar-plus,f4e73f66-0c61-56f9-b4a1-b8cd6c3defb9,200.0,,3.0.3,63.0,0.9921709000000001,ver la resistencia,"{""score"":0.9921709,""intent"":""tef.int.es_ES.mp.tv.display"",""intents"":[{""intent"":""tef.int.es_ES.mp.tv.display"",""score"":0.9921709}],""entities"":[{""type"":""tef.audiovisual_tvshow_title"",""entity"":""la resistencia"",""label"":"""",""canon"":""la resistencia"",""start_index"":4,""end_index"":18,""score"":0.9999999999999998}]}",tv.display,la resistencia,dc81400f-ddb4-c301-9fe6-4ec75890b4ff,339
845511,362981,2018-12-19T20:14:53.677Z,nlp-recognizer,a5508b51-681b-91a9-4c99-261c0a17ec6a,movistar-plus,a1004a1d-b301-5d70-96bf-50bae540d611,200.0,,3.0.3,65.0,0.735759735,Ver narcos México,"{""score"":0.735759735,""intent"":""tef.int.es_ES.mp.tv.display"",""intents"":[{""intent"":""tef.int.es_ES.mp.tv.display"",""score"":0.735759735}],""entities"":[{""type"":""tef.audiovisual_sports_team"",""entity"":""México"",""label"":"""",""canon"":""mexico"",""start_index"":11,""end_index"":17,""score"":0.7441266575943464}]}",tv.display,México,5f510832-a8ac-4371-731b-73b83737339e,73
416293,738808,2019-01-21T20:34:50.357Z,nlp-recognizer,6459de9a-9143-90be-14f5-c18630ec6605,movistar-plus,9100432b-0270-5af9-91c4-d02ebbbc287d,200.0,,3.0.3,110.0,0.998029053,quiero que me pongas la serie de Vikings,"{""score"":0.998029053,""intent"":""tef.int.es_ES.mp.tv.display"",""intents"":[{""intent"":""tef.int.es_ES.mp.tv.display"",""score"":0.998029053}],""entities"":[{""type"":""tef.audiovisual_genre"",""entity"":""serie"",""label"":""SR"",""canon"":""series de television"",""start_index"":24,""end_index"":29,""score"":1.0000000000000002},{""type"":""tef.audiovisual_tvseries_title"",""entity"":""Vikings"",""label"":"""",""canon"":""vikings"",""start_index"":33,""end_index"":40,""score"":0.9998283777721945}]}",tv.display,"serie,Vikings",ee2f385c-af3e-9e67-24bd-e699076cc3de,174
836988,1061202,2018-12-19T15:25:19.253Z,nlp-recognizer,4a504be6-d1d3-93c7-2a68-1bc47bc67327,movistar-home,68f39b70-1755-5f1e-9bbc-0f626b1a1300,200.0,,3.0.3,46.0,0.996570051,recomiendame una peli,"{""score"":0.996570051,""intent"":""tef.int.es_ES.mh.tv.search"",""intents"":[{""intent"":""tef.int.es_ES.mh.tv.search"",""score"":0.996570051}],""entities"":[{""type"":""tef.audiovisual_genre"",""entity"":""peli"",""label"":""CN"",""canon"":""peliculas"",""start_index"":17,""end_index"":21,""score"":1}]}",tv.search,peli,fd0541c5-3028-9b1f-8ac0-9fc5c877c2dc,241
299039,118256,2019-01-03T22:03:22.342Z,nlp-recognizer,af0214b4-3619-1208-ea65-076b6166f831,movistar-plus,ed6f26c4-b2ba-5ba5-8590-cf9d9eb614ee,200.0,,3.0.3,67.0,0.9977155000000001,Laura ponme Antena 3 en la televisión,"{""score"":0.9977155,""intent"":""tef.int.es_ES.mp.tv.display"",""intents"":[{""intent"":""tef.int.es_ES.mp.tv.display"",""score"":0.9977155}],""entities"":[{""type"":""tef.audiovisual_channel"",""entity"":""Antena 3"",""label"":"""",""canon"":""antena 3"",""start_index"":12,""end_index"":20,""score"":0.9999999999999997},{""type"":""tef.device_tv"",""entity"":""televisión"",""label"":"""",""canon"":""television"",""start_index"":27,""end_index"":37,""score"":1}]}",tv.display,"Antena 3,televisión",63fa5675-ea11-fd99-9e47-6732abb9f18e,25
876731,1146354,2018-12-21T16:59:39.565Z,nlp-recognizer,781a0f4f-f854-80a7-99cd-8b22211d7488,movistar-home,c2c2bc13-c594-53f3-b188-96686039cd97,200.0,,3.0.3,20.0,,VETE INICIO,"{""score"":0,""intent"":""None"",""intents"":[{""intent"":""None"",""score"":0}],""entities"":[]}",None,,c6566089-ae5c-39df-4349-9806ca68dbf4,261
70055,377805,2019-02-15T16:14:26.216Z,nlp-recognizer,2d9ad9a0-d9c2-45c1-bf64-24500db8c9b9,movistar-home,3c85010a-fde9-52e1-8d6e-ac5dd1a255fb,200.0,,3.0.3,14.0,1.0,QUITA VOLUMEN,"{""score"":1,""intent"":""tef.int.es_ES.mh.tv.volume_down"",""intents"":[{""intent"":""tef.int.es_ES.mh.tv.volume_down"",""score"":1}],""entities"":[]}",tv.volume_down,,797b2fb7-4fa9-9bfe-e920-8c14ce18e131,92
803695,254121,2018-12-17T22:32:02.257Z,nlp-recognizer,a130c0f7-f8ac-2024-65f0-d559d9cef8c8,movistar-home,0f1b647e-ff75-5ee7-b9ba-2266d6a8a606,200.0,,3.0.2,22.0,1.0,SUBE VOLUMEN,"{""score"":1,""intent"":""tef.int.es_ES.mh.tv.volume_up"",""intents"":[{""intent"":""tef.int.es_ES.mh.tv.volume_up"",""score"":1}],""entities"":[]}",tv.volume_up,,31d1c8a6-e253-f740-e0d7-574919d06d9e,50
1292484,646280,2019-03-29T22:21:12.318Z,nlp-recognizer,05e6822c-c174-229a-da18-e064c2cdeaae,movistar-home,136c9f98-7fb4-5979-ad06-f0653610a694,200.0,,3.0.3,43.0,0.999576,QUIERO VER MOVISTAR ESTRENOS,"{""score"":0.999576,""intent"":""tef.int.es_ES.mh.tv.display"",""intents"":[{""intent"":""tef.int.es_ES.mh.tv.display"",""score"":0.999576}],""entities"":[{""type"":""tef.audiovisual_channel"",""entity"":""MOVISTAR ESTRENOS"",""label"":"""",""canon"":""movistar estrenos"",""start_index"":11,""end_index"":28,""score"":1}]}",tv.display,MOVISTAR ESTRENOS,d0a3d2ec-f0e7-b28e-f5b6-94be0e23a48a,171
423862,779177,2019-01-23T16:34:33.747Z,nlp-recognizer,e5a8a6f5-6a86-be8d-4539-211bc3c00efb,movistar-home,3e5860d0-0a88-5121-9d1d-3daadfec0952,200.0,,3.0.3,89.0,0.8116393690000001,Y LLAMA MANUELA,"{""score"":0.811639369,""intent"":""None"",""intents"":[{""intent"":""None"",""score"":0.811639369}],""entities"":[]}",None,,eb53a6c8-d90c-78d2-28a3-e26dbbdce42a,185
234309,1269417,2019-02-20T21:36:26.202Z,nlp-recognizer,951a419b-d8e1-b662-4c07-d07e5d274950,movistar-plus,b932e5af-6d3d-5adf-8645-7f15a1d8519e,200.0,,3.0.3,77.0,0.6436578000000001,Juegos del hambre,"{""score"":0.6436578,""intent"":""tef.int.es_ES.mp.tv.search"",""intents"":[{""intent"":""tef.int.es_ES.mp.tv.search"",""score"":0.6436578}],""entities"":[{""type"":""tef.audiovisual_sports_unit"",""entity"":""Juegos"",""label"":"""",""canon"":""juego"",""start_index"":0,""end_index"":6,""score"":0.9999999999999981}]}",tv.search,Juegos,36e6b82f-35dc-8aff-5434-f78e65451a71,314
221364,1196494,2019-02-18T17:15:06.055Z,nlp-recognizer,6716d0dd-0a93-47d8-654d-9bced9bde5ac,movistar-plus,e70f831a-6211-58fe-9de9-d18442f93782,200.0,,3.0.3,57.0,0.9999318000000001,ponme código negro,"{""score"":0.9999318,""intent"":""tef.int.es_ES.mp.tv.display"",""intents"":[{""intent"":""tef.int.es_ES.mp.tv.display"",""score"":0.9999318}],""entities"":[{""type"":""tef.audiovisual_tvseries_title"",""entity"":""código negro"",""label"":"""",""canon"":""codigo negro"",""start_index"":6,""end_index"":18,""score"":0.41705489016545305}]}",tv.display,código negro,fff5192e-5077-6524-8b37-c116065eb837,299
506514,1221324,2019-01-05T17:46:16.670Z,nlp-recognizer,f847d6f6-e1e8-e5c2-b019-bbf8c2002dae,movistar-home,1cdb004f-756d-56d4-9021-ca94b70ddc61,200.0,,3.0.3,64.0,0.968458235,ES LA SERIE,"{""score"":0.968458235,""intent"":""tef.int.es_ES.mh.tv.search"",""intents"":[{""intent"":""tef.int.es_ES.mh.tv.search"",""score"":0.968458235}],""entities"":[{""type"":""tef.audiovisual_genre"",""entity"":""SERIE"",""label"":""SR"",""canon"":""series de television"",""start_index"":6,""end_index"":11,""score"":1}]}",tv.search,SERIE,a4185575-95c2-02c2-7079-fbc9082da57d,289
614572,1801678,2019-01-24T21:18:55.120Z,nlp-recognizer,05e46fca-07e4-b3b9-9f1d-f1b7b4872738,movistar-plus,88f1ae71-0fbc-572a-b06f-024619d4c3ac,200.0,,3.0.3,123.0,0.8851445,quiero ver el partido del Real Madrid,"{""score"":0.8851445,""intent"":""tef.int.es_ES.mp.tv.display"",""intents"":[{""intent"":""tef.int.es_ES.mp.tv.display"",""score"":0.8851445}],""entities"":[{""type"":""tef.audiovisual_sports_team"",""entity"":""Real Madrid"",""label"":"""",""canon"":""real madrid"",""start_index"":26,""end_index"":37,""score"":0.9999999999999999},{""type"":""tef.audiovisual_sports_unit"",""entity"":""partido"",""label"":""PARTIDO"",""canon"":""partido"",""start_index"":14,""end_index"":21,""score"":0.9999999999999999}]}",tv.display,"Real Madrid,partido",22febc34-528e-c4fe-94d7-7e52a0b893cd,433
138566,749392,2019-02-02T09:03:58.651Z,nlp-recognizer,ee6d693c-660e-4739-fac4-f09f18e3e578,movistar-plus,1f1bebbe-d6f7-5207-b1aa-84a1fbeaa14e,200.0,,3.0.3,55.0,0.9873866,Alguna serie nueva,"{""score"":0.9873866,""intent"":""tef.int.es_ES.mp.tv.search"",""intents"":[{""intent"":""tef.int.es_ES.mp.tv.search"",""score"":0.9873866}],""entities"":[{""type"":""tef.audiovisual_genre"",""entity"":""serie"",""label"":""SR"",""canon"":""series de television"",""start_index"":7,""end_index"":12,""score"":1.0000000000000002}]}",tv.search,serie,e01f0427-f302-aee4-c246-40f7623360ee,185
1120430,193115,2019-03-10T09:27:33.148Z,nlp-recognizer,54d88495-93ad-dd5e-9916-876ca78b3ede,movistar-plus,81153b27-1de8-5fa0-88bf-8f99159429d7,200.0,,3.0.3,46.0,0.9914641,búscame aplicación de HP que tengo en cruzada en el teléfono,"{""score"":0.9914641,""intent"":""tef.int.es_ES.mp.tv.none"",""intents"":[{""intent"":""tef.int.es_ES.mp.tv.none"",""score"":0.9914641}],""entities"":[]}",tv.none,,94e85bde-76ec-7d37-8cd9-f2e6d1c23014,50
586569,1644867,2019-01-19T20:43:33.787Z,nlp-recognizer,0966de15-0628-a4a7-3992-bb7e3b93c0ec,movistar-plus,6a5a471b-9f44-5f1b-a3e4-23706ecf30d3,200.0,,3.0.3,71.0,0.57930994,Berta Valencia,"{""score"":0.57930994,""intent"":""tef.int.es_ES.mp.tv.search"",""intents"":[{""intent"":""tef.int.es_ES.mp.tv.search"",""score"":0.57930994}],""entities"":[{""type"":""tef.audiovisual_sports_team"",""entity"":""Valencia"",""label"":"""",""canon"":""valencia"",""start_index"":6,""end_index"":14,""score"":1}]}",tv.search,Valencia,7122e5e5-8fa1-4860-9291-943ae14907a2,396
787568,199754,2018-12-17T17:19:37.032Z,nlp-recognizer,dcc32308-e0bb-2468-173f-89fb034797fc,movistar-home,e2ee9471-f2b6-5ef1-bb2b-395297b0637a,200.0,,3.0.2,14.0,1.0,MÁS DETALLES,"{""score"":1,""intent"":""tef.int.es_ES.mh.carousel.info"",""intents"":[{""intent"":""tef.int.es_ES.mh.carousel.info"",""score"":1}],""entities"":[]}",carousel.info,,80f163d8-fb84-3ae3-6538-31202abb881e,45
416933,742342,2019-01-21T21:46:04.798Z,nlp-recognizer,d2216a66-523d-72c8-8c32-bb967b3dbd42,movistar-plus,27562af3-1b72-53bf-9da5-198d5c19d77d,200.0,,3.0.3,90.0,0.334524453,Juego de Tronos,"{""score"":0.334524453,""intent"":""tef.int.es_ES.mp.tv.search"",""intents"":[{""intent"":""tef.int.es_ES.mp.tv.search"",""score"":0.334524453}],""entities"":[{""type"":""tef.audiovisual_tvshow_title"",""entity"":""Juego de Tronos"",""label"":"""",""canon"":""juego de tronos"",""start_index"":0,""end_index"":15,""score"":1}]}",tv.search,Juego de Tronos,3b465124-4d0a-8cb6-bbea-f4dcbdf3ba50,175
235552,1277460,2019-02-21T09:16:09.831Z,nlp-recognizer,32a4ed91-9fed-2776-3daa-d5f716eab686,movistar-home,27f43f73-e098-5cc7-9479-7c6d9c193813,200.0,,3.0.3,50.0,0.9380014000000001,peliculas de accion,"{""score"":0.9380014,""intent"":""tef.int.es_ES.mh.tv.search"",""intents"":[{""intent"":""tef.int.es_ES.mh.tv.search"",""score"":0.9380014}],""entities"":[{""type"":""tef.audiovisual_subgenre"",""entity"":""accion"",""label"":""AC"",""canon"":""accion"",""start_index"":13,""end_index"":19,""score"":1},{""type"":""tef.audiovisual_genre"",""entity"":""peliculas"",""label"":""CN"",""canon"":""peliculas"",""start_index"":0,""end_index"":9,""score"":1}]}",tv.search,"accion,peliculas",83378ad0-2420-7bda-c582-7338252b51d2,316
